index,transaction.date,ip.address,buyer.username,product.id
5641,14/06/2012 03:27 AM,188.118.16.218,Babygitl,AVpfjP9uilAPnD_xdy6-
5642,06/11/2013 06:35 PM,68.20.82.67,BeardMan,AVpjedgc1cnluZ0-W4NI
5643,29/01/2009 07:03 PM,83.119.237.63,Jtc80,AVpg8i6NilAPnD_xzQdN
5644,23/02/2018 05:31 PM,238.239.172.62,Alberto,AVpfnp8HLJeJML43AmVi
5645,17/02/2015 01:14 AM,132.10.54.19,Glack,AVphRsH11cnluZ0-Agzr
5646,21/12/2014 06:49 PM,228.63.198.205,Christina34653,AVpf24SVLJeJML43FAIX
5647,04/09/2010 03:22 AM,185.1.220.134,ja808,AVpg8GjjLJeJML43Uplr
5648,04/07/2009 05:39 AM,47.28.134.242,Theham,AVpgswjcLJeJML43Ro-G
5649,03/09/2015 02:08 AM,194.153.181.185,Firehawk2001,AVpe7vI_ilAPnD_xRMq2
5650,01/01/2012 11:12 AM,214.22.203.255,Deadend11,AVpf24SVLJeJML43FAIX
5651,02/02/2010 12:11 PM,152.86.21.217,Michaelgreenmeansgo,AVpiFC-LilAPnD_xAgKu
5652,28/04/2016 04:48 AM,212.70.52.38,sopragmatic,AVpfnp8HLJeJML43AmVi
5653,20/09/2014 07:22 PM,26.223.38.190,brpeterson2013,AVpfVI9wilAPnD_xZxH-
5654,23/12/2011 12:00 AM,15.9.27.32,HJC300,AVpg59zyilAPnD_xyv3y
5655,23/09/2013 08:14 AM,71.143.77.194,Nelson,AVpfKRGKLJeJML433rPX
5656,12/01/2009 01:12 AM,12.13.213.5,kinetics,AVpiEA1f1cnluZ0-JaoG
5657,10/07/2016 12:42 PM,74.90.220.211,427Cobra,AVpf0Nyo1cnluZ0-rzhu
5658,18/05/2013 08:03 PM,247.209.107.110,ToolMan1940,AVpfIjJULJeJML433Ga2
5659,04/10/2013 01:31 AM,227.100.43.154,Rodger,AVpiFC-LilAPnD_xAgKu
5660,16/09/2014 12:39 PM,40.13.24.34,Exegesis,AV15fqDs-jtxr-f38R4C
5661,05/02/2013 01:17 AM,199.154.76.154,Chiefin,AVpiEA1f1cnluZ0-JaoG
5662,08/05/2012 03:49 PM,184.190.139.112,Yamaha,AVpe9BGF1cnluZ0-annA
5663,13/02/2011 12:59 PM,254.115.154.246,Browns,AVpe7vI_ilAPnD_xRMq2
5664,24/06/2015 07:30 AM,218.57.81.90,TechnicallyWell,AVpg8GjjLJeJML43Uplr
5665,27/09/2012 07:01 AM,220.203.252.199,Larry,AVpfjP9uilAPnD_xdy6-
5666,17/02/2009 08:33 AM,17.133.63.140,tomt,AVpgswjcLJeJML43Ro-G
5667,06/07/2009 05:06 AM,98.83.195.69,Chablis,AVpiUMISilAPnD_xC-hu
5668,02/04/2010 09:08 AM,248.121.30.143,Dicaro,AVpg59zyilAPnD_xyv3y
5669,17/06/2012 06:32 AM,196.145.206.7,Cc21,AVpfIjJULJeJML433Ga2
5670,04/03/2010 07:23 PM,10.249.154.11,hitsuyoo,AVpgF1BOilAPnD_xnTsK
5671,25/06/2011 05:47 PM,129.21.85.42,TVwatcherinmybed,AVpgjaudilAPnD_xuDKC
5672,31/07/2017 12:04 AM,116.182.200.241,ByRobert,AVpfVJXu1cnluZ0-iwTT
5673,13/04/2012 07:14 PM,64.124.21.206,JoeS,AVpfnuDailAPnD_xfKZY
5674,16/01/2009 09:43 PM,221.139.171.245,tone,AVpf2pgLilAPnD_xjed4
5675,04/12/2014 04:48 PM,127.154.190.187,caffeinator,AVpgnnzJilAPnD_xu_7Q
5676,20/02/2017 09:35 AM,248.89.29.71,Gabby,AVzNjwZZ-jtxr-f3yc_y
5677,20/02/2014 05:28 AM,184.180.220.201,ThatGuyInVa,AVpio2wSilAPnD_xGGln
5678,13/10/2014 03:08 PM,174.244.74.118,Carrie,AVphUeKeilAPnD_x3-Be
5679,02/02/2012 11:25 AM,158.68.165.91,Crowbar,AVpio2wSilAPnD_xGGln
5680,21/04/2011 03:52 PM,65.147.12.166,Kamigawa,AVpjI0B41cnluZ0-T5TH
5681,04/01/2018 05:05 AM,186.109.223.23,vctrcannon,AVpe7vI_ilAPnD_xRMq2
5682,24/06/2008 02:48 AM,236.25.19.239,KixOn66,AVpfuJ4pilAPnD_xhDyM
5683,24/04/2015 06:04 AM,230.109.48.206,AnthonyV,AVpio2wSilAPnD_xGGln
5684,26/02/2011 06:30 AM,43.198.87.246,James H. Park,AVqlHaLknnc1JgDc3m5y
5685,07/07/2013 03:05 AM,0.72.200.130,Titanman,AVpgF1BOilAPnD_xnTsK
5686,07/11/2010 04:49 PM,96.186.75.105,Nuggo,AVpgswjcLJeJML43Ro-G
5687,09/09/2013 02:08 PM,210.133.46.234,neet,AVpf24SVLJeJML43FAIX
5688,06/01/2018 02:56 AM,186.135.75.167,owner,AVpe9BGF1cnluZ0-annA
5689,02/02/2008 05:50 AM,9.149.219.65,bb58,AVzNjwZZ-jtxr-f3yc_y
5690,18/10/2015 02:27 AM,116.203.53.128,nowa75,AVphUeKeilAPnD_x3-Be
5691,06/09/2010 07:58 AM,209.202.236.187,Gstoms,AV13V_i2glJLPUi8PFgb
5692,19/01/2013 09:35 AM,104.204.57.169,alonso,AV2Zps11GV-KLJ3al16A
5693,30/08/2008 01:32 AM,45.148.138.142,BigdogPS,AVpe9BGF1cnluZ0-annA
5694,23/12/2014 10:24 PM,199.134.240.78,Mickey,AV4GShTMvKc47QAVrFsX
5695,11/09/2017 10:44 AM,248.253.24.21,HiknMike,AVpe5iL11cnluZ0-ZVzB
5696,16/12/2008 05:49 AM,84.173.153.22,Spook,AVpg8GjjLJeJML43Uplr
5697,15/03/2018 06:00 PM,201.100.248.145,Crash,AVpg8GjjLJeJML43Uplr
5698,09/09/2014 12:48 PM,242.66.39.44,TechInCambridge,AVpjI0B41cnluZ0-T5TH
5699,03/08/2011 03:57 AM,233.248.69.98,Mason1215,AVpe7vI_ilAPnD_xRMq2
5700,08/07/2014 04:50 AM,6.175.233.154,winwim,AVpe9BGF1cnluZ0-annA
5701,23/04/2017 05:39 PM,2.220.91.136,outside10,AV13V_i2glJLPUi8PFgb
5702,10/06/2009 09:00 PM,210.74.121.195,Carguy96,AVpfVJXu1cnluZ0-iwTT
5703,06/07/2016 08:58 PM,213.236.153.179,wags,AVpfKRGKLJeJML433rPX
5704,10/01/2009 02:28 PM,56.198.7.38,Q5421,AVpg8i6NilAPnD_xzQdN
5705,14/05/2017 09:34 AM,164.197.2.160,Jahla,AVpfgGwSLJeJML43-VCn
5706,29/01/2012 07:15 AM,156.50.91.39,Winbyone,AVpjI0B41cnluZ0-T5TH
5707,10/06/2008 02:40 PM,251.37.113.33,babylove,AVpe8ZRY1cnluZ0-aY4H
5708,07/05/2015 05:46 AM,140.207.167.159,svllc,AVpiFC-LilAPnD_xAgKu
5709,17/02/2017 03:22 PM,132.160.136.41,Timothy M. Keegan,AVpgF1BOilAPnD_xnTsK
5710,23/04/2012 06:38 PM,46.142.219.134,Jungle,AVpfuJ4pilAPnD_xhDyM
5711,29/04/2009 07:53 PM,166.69.32.0,Slyjay412,AWIm0C3TYSSHbkXwx3S6
5712,15/01/2008 12:29 PM,92.155.147.92,drPatrick,AVpfVJXu1cnluZ0-iwTT
5713,16/05/2012 01:46 PM,254.75.183.33,shoppersd,AVpgGPyq1cnluZ0-wbTJ
5714,13/04/2013 04:00 AM,218.233.129.160,StephenCraig,AV13V_i2glJLPUi8PFgb
5715,16/02/2015 08:51 AM,99.58.37.103,mmmmpppp,AVpfjP9uilAPnD_xdy6-
5716,16/04/2009 03:32 AM,142.248.139.30,ByFrogsong,AVpe8ZRY1cnluZ0-aY4H
5717,01/07/2011 09:07 PM,243.232.36.58,MrSayWho,AVpgGPyq1cnluZ0-wbTJ
5718,21/06/2008 12:37 PM,25.115.174.221,flashmp,AVpf0Nyo1cnluZ0-rzhu
5719,08/05/2012 06:41 AM,24.220.122.243,regdunlop,AVpgjaudilAPnD_xuDKC
5720,23/02/2012 02:37 PM,249.242.6.236,Vince,AVpgGPyq1cnluZ0-wbTJ
5721,18/08/2008 05:07 PM,176.145.8.168,Raiders,AVpf2pgLilAPnD_xjed4
5722,29/04/2010 01:01 PM,211.166.231.167,babylove,AVpfnuDailAPnD_xfKZY
5723,07/09/2013 06:29 PM,30.123.255.55,Kirby,AVpio2wSilAPnD_xGGln
5724,03/12/2013 07:22 PM,190.253.162.223,Judyhow,AVpg8i6NilAPnD_xzQdN
5725,06/05/2009 10:58 PM,254.215.50.130,Niko,AVpio2wSilAPnD_xGGln
5726,28/02/2008 02:44 AM,158.157.37.194,Augg,AVpf24SVLJeJML43FAIX
5727,22/06/2009 01:31 AM,37.175.122.226,Morganfireman,AVpio2wSilAPnD_xGGln
5728,14/05/2016 09:48 AM,251.137.92.195,BobR,AVwvGPRyU2_QcyX9R3FW
5729,29/08/2017 01:31 AM,4.224.176.11,Deucecoop,AVpio2wSilAPnD_xGGln
5730,11/01/2016 01:25 AM,59.104.243.98,Brian6977,AVphUeKeilAPnD_x3-Be
5731,07/11/2015 04:44 PM,4.131.104.135,nan0bot,AVwvGPRyU2_QcyX9R3FW
5732,02/11/2017 06:28 AM,224.200.161.135,Kayak321,AVphRsH11cnluZ0-Agzr
5733,24/06/2009 10:21 AM,149.185.158.188,Ashley,AVpjedgc1cnluZ0-W4NI
5734,19/12/2014 12:04 AM,217.243.102.101,Winston,AVpgnnzJilAPnD_xu_7Q
5735,22/11/2010 06:31 PM,25.114.232.241,TheRick,AVpe8ZRY1cnluZ0-aY4H
5736,12/12/2011 10:56 AM,55.107.43.45,TS516,AVpfKRGKLJeJML433rPX
5737,19/08/2008 08:21 PM,209.226.83.170,DPmi,AVpfVI9wilAPnD_xZxH-
5738,07/09/2011 07:24 AM,92.144.250.156,Nattybuybuy,AV15fqDs-jtxr-f38R4C
5739,08/01/2013 08:35 AM,58.91.51.197,chrisd6340,AVpf0Nyo1cnluZ0-rzhu
5740,09/07/2009 09:54 AM,41.109.93.26,Jenn258,AVpe8ZRY1cnluZ0-aY4H
5741,31/07/2012 01:08 PM,165.92.231.248,JesseG90,AV13V_i2glJLPUi8PFgb
5742,14/03/2014 01:58 PM,187.248.103.198,MrMystic,AVpfjP9uilAPnD_xdy6-
5743,28/12/2017 06:35 AM,20.173.96.162,alex,AVpfKRGKLJeJML433rPX
5744,20/10/2014 01:11 AM,124.113.138.79,BBBB,AVpfgGwSLJeJML43-VCn
5745,04/10/2009 10:27 AM,99.193.209.95,TheMacGuy37,AVpgGPyq1cnluZ0-wbTJ
5746,22/01/2011 05:21 AM,67.70.184.166,Vince396,AWIm0C3TYSSHbkXwx3S6
5747,30/03/2009 04:34 PM,103.73.61.124,Jouten Zennousha,AVpivePGilAPnD_xHH0l
5748,02/05/2017 07:18 PM,146.58.46.252,dennydca,AV2Zps11GV-KLJ3al16A
5749,12/08/2014 06:30 PM,176.80.61.181,Gooddealinanch,AVpiEA1f1cnluZ0-JaoG
5750,11/02/2014 06:32 AM,97.196.138.247,IceCream33,AVpiEA1f1cnluZ0-JaoG
5751,10/07/2014 02:00 AM,140.33.13.118,ootooteenaakoo,AVpfjP9uilAPnD_xdy6-
5752,10/07/2008 08:02 AM,107.30.71.233,LonghornFan,AVphUeKeilAPnD_x3-Be
5753,22/07/2016 12:08 PM,79.237.218.32,mvwrestler,AVpfVJXu1cnluZ0-iwTT
5754,29/01/2008 02:45 AM,6.64.120.132,ByWilliam,AVpivePGilAPnD_xHH0l
5755,19/09/2017 07:40 PM,202.220.60.219,AndyT,AVpio2wSilAPnD_xGGln
5756,04/07/2011 03:40 PM,171.215.94.148,RPMorris2013,AV4GShTMvKc47QAVrFsX
5757,02/09/2015 06:09 PM,246.143.9.27,ByChester,AVpiUMISilAPnD_xC-hu
5758,16/12/2008 06:17 AM,161.197.200.191,FITNESSQUEEN,AVpfnuDailAPnD_xfKZY
5759,03/06/2008 04:12 AM,125.142.199.197,SteveP,AV15fqDs-jtxr-f38R4C
5760,14/04/2014 12:05 AM,196.232.104.167,fixx,AVpiEA1f1cnluZ0-JaoG
5761,27/07/2009 05:57 PM,28.212.129.120,soonerbadger,AVpgMuGwLJeJML43KY_c
5762,22/01/2015 01:20 AM,167.253.207.37,Datahamo,AVpf24SVLJeJML43FAIX
5763,11/10/2011 11:56 PM,97.249.176.134,ChrisO,AVpiFC-LilAPnD_xAgKu
5764,01/04/2008 03:34 AM,24.128.3.15,D. Gantt,AV13V_i2glJLPUi8PFgb
5765,15/01/2018 11:48 AM,165.195.110.74,Lukeskywalker,AVpf0Nyo1cnluZ0-rzhu
5766,21/10/2011 08:03 AM,165.43.113.237,Doctor,AV2Zps11GV-KLJ3al16A
5767,08/03/2013 05:35 PM,144.41.108.35,Customer8875,AWIm0C3TYSSHbkXwx3S6
5768,29/04/2010 01:14 PM,190.48.189.1,mrsoftball,AVqlHaLknnc1JgDc3m5y
5769,17/02/2009 03:34 PM,87.233.60.77,Starcheck3,AV15fqDs-jtxr-f38R4C
5770,06/03/2015 11:01 AM,251.254.70.159,veg2565-jtjbye,AVpgMuGwLJeJML43KY_c
5771,09/09/2014 12:02 AM,61.61.59.168,RADIO,AVsRhL-fQMlgsOJE6zvB
5772,02/12/2014 06:17 AM,127.147.252.107,ByJUANITA JOHNSON LITTLE,AVpe7vI_ilAPnD_xRMq2
5773,26/02/2017 11:24 AM,126.160.64.195,Techyagent,AVpgF1BOilAPnD_xnTsK
5774,22/01/2016 05:46 AM,186.45.253.156,Jazzy,AVpiUMISilAPnD_xC-hu
5775,14/02/2014 07:43 PM,24.151.123.210,Bykevin ramey,AV2Zps11GV-KLJ3al16A
5776,02/06/2011 11:11 PM,210.166.2.192,Mogee08,AV4GShTMvKc47QAVrFsX
5777,10/01/2018 08:35 PM,116.77.4.50,Pesosbaby,AVpfVJXu1cnluZ0-iwTT
5778,25/06/2008 10:35 AM,196.50.151.223,RICK,AVpfnp8HLJeJML43AmVi
5779,24/09/2012 02:44 PM,145.16.63.49,Sully,AVpe5iL11cnluZ0-ZVzB
5780,23/09/2011 07:01 PM,46.146.155.123,Wmhho,AVpfnp8HLJeJML43AmVi
5781,04/01/2008 05:55 PM,46.89.44.181,Outlaw,AVpfgGwSLJeJML43-VCn
5782,10/05/2015 07:04 PM,178.94.111.73,Kris,AVpg8i6NilAPnD_xzQdN
5783,30/09/2008 06:02 AM,172.24.110.44,listensilent,AV15fqDs-jtxr-f38R4C
5784,15/09/2012 07:12 AM,48.214.77.20,HiknMike,AVpfnp8HLJeJML43AmVi
5785,24/06/2012 07:45 PM,29.229.22.205,shabu2,AVpg59zyilAPnD_xyv3y
5786,29/01/2017 04:41 PM,49.216.170.83,rochrunner3,AVpe9BGF1cnluZ0-annA
5787,21/08/2015 01:39 AM,130.81.117.52,Dizzyb,AVpfnuDailAPnD_xfKZY
5788,05/09/2016 07:24 AM,176.254.42.9,Minh,AVphRsH11cnluZ0-Agzr
5789,27/01/2011 12:45 AM,160.101.158.96,pcom,AVpf24SVLJeJML43FAIX
5790,28/08/2014 02:54 PM,121.56.167.106,Chefsteve3311,AVpg8i6NilAPnD_xzQdN
5791,16/06/2016 08:09 AM,193.70.202.20,Kisup,AVpg8i6NilAPnD_xzQdN
5792,15/10/2008 01:29 PM,250.97.143.163,markandrew,AVpiFC-LilAPnD_xAgKu
5793,17/01/2013 06:12 AM,242.53.163.57,ByDavid danh,AVpfjP9uilAPnD_xdy6-
5794,20/02/2010 12:37 AM,102.46.47.100,Sam2016,AVpio2wSilAPnD_xGGln
5795,23/11/2009 07:21 PM,148.142.204.77,Bellaflor,AVphRsH11cnluZ0-Agzr
5796,16/05/2016 09:08 AM,3.2.232.171,Asia,AVphUeKeilAPnD_x3-Be
5797,30/09/2017 08:09 PM,211.67.109.61,Johnny5,AVpf2pgLilAPnD_xjed4
5798,28/09/2009 04:27 PM,122.206.105.67,1776Cincinatus,AVpivePGilAPnD_xHH0l
5799,11/06/2012 09:13 AM,84.20.70.16,Mmgoodboi81,AVpg8GjjLJeJML43Uplr
5800,27/01/2010 03:24 PM,96.51.66.5,JDCIndy,AVphRsH11cnluZ0-Agzr
5801,11/06/2014 10:08 AM,157.176.106.192,Kefo,AVpfVJXu1cnluZ0-iwTT
5802,12/03/2013 01:39 AM,159.216.27.10,Petersonsings,AVpfVJXu1cnluZ0-iwTT
5803,04/06/2010 09:28 AM,206.101.238.151,JLK3,AWIm0C3TYSSHbkXwx3S6
5804,11/12/2011 06:36 PM,243.67.39.30,1080p,AVpiFC-LilAPnD_xAgKu
5805,18/04/2012 03:58 AM,88.172.113.30,Caliia13,AVpe5iL11cnluZ0-ZVzB
5806,07/03/2015 02:09 AM,90.102.86.161,dmac,AV13V_i2glJLPUi8PFgb
5807,30/06/2009 02:28 AM,196.67.65.130,esalesdsi,AVpfnp8HLJeJML43AmVi
5808,11/03/2014 07:03 AM,200.217.26.46,brpeterson2013,AVpg59zyilAPnD_xyv3y
5809,25/06/2010 01:47 AM,241.125.239.147,Derbjohn,AVpe9BGF1cnluZ0-annA
5810,23/08/2009 05:16 AM,41.156.197.128,PickyButPractical,AVpg8i6NilAPnD_xzQdN
5811,07/01/2018 12:51 AM,245.121.52.109,arod,AVpivePGilAPnD_xHH0l
5812,18/05/2013 08:47 AM,228.77.235.78,stromboli,AVpio2wSilAPnD_xGGln
5813,01/01/2010 06:38 PM,252.156.157.219,connie,AVpe5iL11cnluZ0-ZVzB
5814,14/05/2017 05:25 AM,131.24.182.139,Johnnysangel,AVwvGPRyU2_QcyX9R3FW
5815,18/02/2016 05:17 AM,174.161.60.107,wildman24jg,AVpfuJ4pilAPnD_xhDyM
5816,25/01/2010 07:49 AM,237.71.231.40,Jantzen Rodgers,AVpftC_FLJeJML43CLs8
5817,17/05/2014 12:08 AM,246.161.246.220,Tello59,AVpftC_FLJeJML43CLs8
5818,11/05/2016 03:06 AM,152.150.10.58,TVfanatic,AVpio2wSilAPnD_xGGln
5819,05/07/2014 07:18 AM,152.136.75.148,Animal Artist,AVpfnuDailAPnD_xfKZY
5820,01/07/2016 09:50 PM,109.148.124.247,willie,AVpe5iL11cnluZ0-ZVzB
5821,08/12/2013 12:15 PM,134.107.112.233,Dena3dena,AVpivePGilAPnD_xHH0l
5822,20/10/2016 02:22 AM,154.200.217.98,GWTG,AVpiEA1f1cnluZ0-JaoG
5823,19/05/2012 06:33 PM,24.69.145.167,Jahla,AVpio2wSilAPnD_xGGln
5824,14/07/2008 11:19 AM,101.100.43.86,RR1988,AVpiAzN7ilAPnD_x_wOJ
5825,22/10/2015 11:52 AM,34.213.42.139,Mike0316,AVzNjwZZ-jtxr-f3yc_y
5826,29/06/2008 05:49 PM,96.92.114.8,WeezyFresh,AVpg8GjjLJeJML43Uplr
5827,02/12/2016 05:34 AM,247.68.254.199,bluebird,AVphUeKeilAPnD_x3-Be
5828,26/01/2010 01:08 AM,126.111.249.60,KDawg8135,AVzNjwZZ-jtxr-f3yc_y
5829,30/12/2017 07:28 PM,179.143.134.228,Orchid268,AVpe9BGF1cnluZ0-annA
5830,17/05/2015 05:34 AM,155.103.122.133,CSumner72,AVpjedgc1cnluZ0-W4NI
5831,18/01/2010 08:37 AM,227.23.185.7,Erniep,AVpfnp8HLJeJML43AmVi
5832,15/06/2010 02:31 AM,194.106.65.103,FullMetal,AVpjI0B41cnluZ0-T5TH
5833,01/06/2016 11:03 AM,49.129.104.22,Jethro24,AVpf2pgLilAPnD_xjed4
5834,12/10/2010 06:57 PM,60.68.238.146,LDMillican,AVpf2pgLilAPnD_xjed4
5835,24/03/2018 02:44 AM,78.220.181.80,Noobish,AV15fqDs-jtxr-f38R4C
5836,13/05/2015 03:47 AM,237.208.136.238,S630,AVsRhL-fQMlgsOJE6zvB
5837,25/08/2016 05:51 AM,52.186.59.9,EFis,AVpfKRGKLJeJML433rPX
5838,13/01/2010 06:04 PM,115.44.252.100,Kras,AVpf2pgLilAPnD_xjed4
5839,26/12/2010 08:01 AM,123.56.112.125,Yankee,AV13V_i2glJLPUi8PFgb
5840,17/07/2012 08:30 AM,54.67.213.118,Obiwantu,AVpg8i6NilAPnD_xzQdN
5841,16/09/2012 04:14 AM,245.75.136.84,Phoenixus,AVwvGPRyU2_QcyX9R3FW
5842,13/11/2010 11:50 PM,9.11.138.62,Cherie,AVpgMuGwLJeJML43KY_c
5843,10/02/2008 05:07 PM,20.31.78.194,RadarRadio,AVpi-P111cnluZ0-SVqq
5844,31/10/2017 06:43 AM,186.193.12.84,Bruce,AVphUeKeilAPnD_x3-Be
5845,16/11/2017 09:10 AM,7.2.34.231,AUfaninTX,AVpfnp8HLJeJML43AmVi
5846,11/05/2010 01:30 AM,90.6.244.4,Deepx,AVpg8GjjLJeJML43Uplr
5847,18/05/2013 05:29 PM,58.177.151.157,Chata16,AV2Zps11GV-KLJ3al16A
5848,16/11/2010 04:43 AM,90.9.193.155,karen,AVpgMuGwLJeJML43KY_c
5849,09/08/2013 10:53 PM,88.175.85.136,Weak,AVpi-P111cnluZ0-SVqq
5850,06/04/2016 11:29 PM,78.19.83.21,ByJeff J,AWIm0C3TYSSHbkXwx3S6
5851,01/06/2009 02:50 PM,255.157.216.107,Stacebobace,AVpgjaudilAPnD_xuDKC
5852,11/12/2012 08:39 AM,86.196.154.119,Zoomtrader,AVpgnnzJilAPnD_xu_7Q
5853,29/01/2011 04:35 AM,116.120.30.100,drlambert,AV13V_i2glJLPUi8PFgb
5854,07/04/2008 03:59 PM,164.244.59.12,ByMatthew Pereida,AVpfnp8HLJeJML43AmVi
5855,28/10/2016 03:21 AM,4.228.12.74,jksa,AV4GShTMvKc47QAVrFsX
5856,24/09/2013 04:12 PM,168.199.247.236,Mike318,AVphzgbJLJeJML43fA0o
5857,23/02/2008 09:33 AM,131.179.179.94,Trainwrek817,AVsRhL-fQMlgsOJE6zvB
5858,13/03/2010 06:26 PM,138.212.101.33,anjoroge12,AVpiEA1f1cnluZ0-JaoG
5859,06/09/2017 11:49 PM,24.75.164.225,Kris,AVpiEA1f1cnluZ0-JaoG
5860,04/04/2014 07:20 PM,121.69.188.36,Fp1987,AVpg59zyilAPnD_xyv3y
5861,14/10/2014 08:52 PM,154.182.104.231,thatoneguy,AVpgjaudilAPnD_xuDKC
5862,30/10/2010 01:06 PM,240.31.63.150,MommaD,AVzNjwZZ-jtxr-f3yc_y
5863,12/03/2013 06:51 AM,225.31.137.55,RADIO,AVpg8GjjLJeJML43Uplr
5864,07/12/2016 12:36 PM,45.180.126.21,MagicPete,AVpjedgc1cnluZ0-W4NI
5865,29/08/2014 12:34 AM,5.145.88.184,Spook,AVpgjaudilAPnD_xuDKC
5866,23/01/2013 11:32 PM,56.197.198.118,kid73,AVpf24SVLJeJML43FAIX
5867,29/03/2010 05:42 AM,174.242.202.142,norton712,AVpe5iL11cnluZ0-ZVzB
5868,06/05/2013 06:54 AM,228.33.58.94,Ryan,AV1YFmcQglJLPUi8IGd1
5869,24/07/2011 11:24 AM,226.121.42.247,Cow3511,AVqlHaLknnc1JgDc3m5y
5870,31/10/2011 03:46 PM,237.40.194.75,Zog73,AVpgnnzJilAPnD_xu_7Q
5871,25/06/2012 06:27 AM,113.145.190.161,satisfied1,AVpfKRGKLJeJML433rPX
5872,19/01/2008 08:31 PM,15.233.215.48,Crow,AVpfgGwSLJeJML43-VCn
5873,26/02/2008 07:48 AM,13.88.43.40,Ninja,AV13V_i2glJLPUi8PFgb
5874,09/10/2010 11:00 AM,162.143.65.85,Brandi,AVpg59zyilAPnD_xyv3y
5875,13/01/2009 04:07 AM,230.93.189.202,KateW,AVpivePGilAPnD_xHH0l
5876,25/08/2014 07:25 PM,61.128.126.18,Snconrad,AVpfKRGKLJeJML433rPX
5877,07/09/2011 01:09 PM,157.71.184.151,Frank,AV2Zps11GV-KLJ3al16A
5878,04/03/2008 12:57 PM,81.159.144.224,Musiq4everyone,AVpftC_FLJeJML43CLs8
5879,03/02/2015 02:29 AM,128.14.223.91,Mobea,AV2Zps11GV-KLJ3al16A
5880,08/02/2014 07:48 PM,77.245.139.84,Gooddealinanch,AVpfnuDailAPnD_xfKZY
5881,21/04/2013 07:23 AM,89.254.92.175,MikeB79,AVphzgbJLJeJML43fA0o
5882,28/12/2009 02:47 PM,191.211.248.3,GB2468,AVpivePGilAPnD_xHH0l
5883,15/07/2015 12:05 PM,204.124.17.200,Tom2341,AVwvGPRyU2_QcyX9R3FW
5884,04/02/2014 10:44 PM,118.14.98.120,Santana316,AVpftC_FLJeJML43CLs8
5885,21/03/2018 03:07 PM,208.47.26.174,Photocrazed,AVpgjaudilAPnD_xuDKC
5886,13/05/2010 02:24 AM,161.254.3.175,MNTaz218,AWIm0C3TYSSHbkXwx3S6
5887,10/07/2009 01:29 AM,173.43.149.207,Lora,AVpiUMISilAPnD_xC-hu
5888,17/07/2012 05:31 PM,137.112.10.44,Lava,AVpg8GjjLJeJML43Uplr
5889,06/06/2010 07:14 AM,180.130.84.185,Zancotile,AV2Zps11GV-KLJ3al16A
5890,01/07/2015 11:37 AM,200.45.20.141,Bellaflor,AVpf2pgLilAPnD_xjed4
5891,30/09/2013 01:01 PM,195.49.209.38,samdisla11,AVphzgbJLJeJML43fA0o
5892,20/02/2018 08:15 AM,111.54.106.97,Baby,AVpfVJXu1cnluZ0-iwTT
5893,18/11/2015 04:53 PM,176.250.113.209,szWilly,AVpgMuGwLJeJML43KY_c
5894,14/09/2014 03:14 PM,208.236.197.68,casey,AVpfKRGKLJeJML433rPX
5895,27/02/2013 11:57 PM,211.20.168.54,Harvard,AVpfKRGKLJeJML433rPX
5896,13/05/2009 06:21 PM,240.113.203.91,mtntv,AVphRsH11cnluZ0-Agzr
5897,31/08/2011 07:15 PM,218.223.103.221,deutz68070,AVpiFC-LilAPnD_xAgKu
5898,05/12/2014 07:05 AM,55.214.24.55,TjoshuaB,AVpftC_FLJeJML43CLs8
5899,05/07/2015 04:04 PM,34.220.242.134,CaptainChuck,AVpgMuGwLJeJML43KY_c
5900,25/08/2009 05:17 PM,88.63.114.134,DocDan24,AVpe5iL11cnluZ0-ZVzB
5901,22/01/2014 10:25 AM,202.227.41.212,TechieKids,AVpfnuDailAPnD_xfKZY
5902,18/06/2012 01:04 AM,140.28.209.96,Blocmonster,AVpe7vI_ilAPnD_xRMq2
5903,16/05/2014 10:22 PM,59.78.195.124,Landscrapers,AVpfVI9wilAPnD_xZxH-
5904,08/02/2016 07:43 AM,58.169.44.23,Go2018,AVpjedgc1cnluZ0-W4NI
5905,20/08/2017 09:39 AM,224.129.92.76,AlcRubicon,AVzNjwZZ-jtxr-f3yc_y
5906,30/11/2014 01:14 AM,65.88.248.204,Jamey,AVpg59zyilAPnD_xyv3y
5907,12/03/2012 08:59 AM,194.147.162.211,Meyounne,AVpi-P111cnluZ0-SVqq
5908,11/01/2018 12:42 AM,229.24.150.180,john27hemi,AVpe8ZRY1cnluZ0-aY4H
5909,04/08/2013 03:18 PM,203.92.12.219,Timberwolf,AV1YFmcQglJLPUi8IGd1
5910,31/05/2015 04:18 PM,254.137.71.97,Speedygreene,AVpiAzN7ilAPnD_x_wOJ
5911,18/03/2016 01:25 AM,17.250.137.173,Menace,AVpgGPyq1cnluZ0-wbTJ
5912,07/08/2013 06:32 AM,121.96.134.56,Animal Artist,AVpg59zyilAPnD_xyv3y
5913,31/07/2008 05:28 AM,116.253.9.107,Steveinypsi,AVpfIjJULJeJML433Ga2
5914,01/02/2010 09:26 PM,44.214.115.208,ByRreddogg,AVpf2pgLilAPnD_xjed4
5915,08/11/2016 09:17 PM,232.246.192.224,drummerboy41,AVpfIjJULJeJML433Ga2
5916,14/01/2010 11:02 PM,186.162.29.230,Gableguy,AWIm0C3TYSSHbkXwx3S6
